id;typ;maszyna;operacja;nazwa_czesci;cecha;zuzycie
439;RS-22216 E/VX5A1;NAT-161;Kucie - zestaw stempela i martycy;tulejka plastikowa;LKw-8/1B-13PU;350000
440;RS-22216 E/VX5A1;NAT-161;Kucie - zestaw stempela i martycy;stempel dla konstrukcji E;LKs-8/3/1-26B;15500
441;RS-22216 E/VX5A1;NAT-161;Kucie - zestaw stempela i martycy;Wk³adka stemplowa monolit;LKs-8/9-4;57000
442;RS-22216 E/VX5A1;NAT-161;Kucie - zestaw stempela i martycy;Wk³adka matrycowa monolit;LKm-8/8-4;45000
443;RS-22210 CC/VX581A46;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5A-5-19;
444;RS-22210 CC/VX581A46;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5A-4;
445;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-4;
446;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5-1-2-22;
447;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5-1-19;
448;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5-1-3-19;
449;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  I;£apki stanowisko 1;Lky-5-1-4;
450;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  II;Wypychacz;LKw-5-1-4;
451;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  II;Wkladka stanowisko 2 (walc.bar);LKm-5-2-1-20;
452;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5-2-4;
453;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5-2-2-19;
454;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  II;£apki stanowisko 2;LKy-5-2-4;
455;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5-3-1-19;
456;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5-3-2-9;
457;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  III;£apki stanowisko 3;LKY5-3-4;
458;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  III;Wypychacz;LKw-5-3-36;
459;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5-3-4;
460;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5-4-2-24;
461;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5-4-27;
462;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki podaj¹ce - stanowisko IV;LKy-5-4-4;
463;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka matr.(bary³ki);LKm-5-4-2-24;
464;RS-22210 CC/VX581A46;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5-5-28;40000
465;RS-22213 CC/VX581;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5A/5-25;500000
466;RS-22213 CC/VX581;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5A-19;500000
467;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5/1-2;1000000
468;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5/1/2-27;250000
469;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5/1-24C;150000
470;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5-1-3-24;150000
471;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  I;£apki podaj¹ce;LKy-5-1-21;300000
472;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-2;500000
473;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  II;Wklad.matr.(walc.bar);LKm-5-2-1-25;150000
474;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5-2-23;150000
475;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5-2-2-24;120000
476;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  II;£apki;LKy-5-2-22;600000
477;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5-3-1-26;150000
478;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5-3-2-16;300000
479;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  III;£apki;LKy-5-3-22;600000
480;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  III;Wypychacz;LKw-5-3-35;500000
481;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5-3-32;150000
482;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5-4-2-23;40000
483;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5-4-26;300000
484;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko IV (matrycowe);G³ówka wypychacza;LKw-5-4-2-2;300000
485;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki;LKy-5-4-24;300000
486;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka matr.(bary³ki);LKm-5-4-2-23;40000
487;RS-22213 CC/VX581;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5-5-27;40000
488;RS-22215 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5A-5-25;500000
489;RS-22215 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5A-19;500000
490;RS-22215 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-2;500000
491;RS-22215 CC;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5-1-2-27;250000
492;RS-22215 CC;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5-1-24C;150000
493;RS-22215 CC;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5-1-3-24;150000
494;RS-22215 CC;NP-440R;Kucie - Stanowisko  I;£apki podaj¹ce;LKy-5-1-21;300000
495;RS-22215 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-2;500000
496;RS-22215 CC;NP-440R;Kucie - Stanowisko  II;Wklad.matr.(walc.bar);LKm-5-2-1-25;150000
497;RS-22215 CC;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5-2-23;150000
498;RS-22215 CC;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5-2-2-24;120000
499;RS-22215 CC;NP-440R;Kucie - Stanowisko  II;£apki;LKy-5-2-22;600000
500;RS-22215 CC;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5-3-1-56;150000
501;RS-22215 CC;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5-3-2-47;300000
502;RS-22215 CC;NP-440R;Kucie - Stanowisko  III;£apki;LKy-5-3-22;600000
503;RS-22215 CC;NP-440R;Kucie - Stanowisko  III;Wypychacz;LKw-5-3-3;500000
504;RS-22215 CC;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5-3-41;150000
505;RS-22215 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5-4-2-35;40000
506;RS-22215 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5-4-35;300000
507;RS-22215 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);G³ówka wypychacza;LKw-5-4-2-2;300000
508;RS-22215 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki;LKy-5-4-24;300000
509;RS-22215 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka stem.(bary³ki);LKs-5-5-5-23;30000
510;RS-22215 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5-5-1-13;25000
511;RS-24015 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5A-5-33;500000
512;RS-24015 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5A-23;500000
513;RS-24015 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-4;500000
514;RS-24015 CC;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5-1-2-37;250000
515;RS-24015 CC;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5-1-31C;150000
516;RS-24015 CC;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5-1-3-30;150000
517;RS-24015 CC;NP-440R;Kucie - Stanowisko  I;£apki podaj¹ce;LKy-5-1-4;300000
518;RS-24015 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-4;500000
519;RS-24015 CC;NP-440R;Kucie - Stanowisko  II;Wklad.matr.(walc.bar);LKm-5-2-1-35;150000
520;RS-24015 CC;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5-2-30B;150000
521;RS-24015 CC;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5-2-2-30;120000
522;RS-24015 CC;NP-440R;Kucie - Stanowisko  II;£apki;LKy-5-2-4;600000
523;RS-24015 CC;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5-3-1-43;150000
524;RS-24015 CC;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5-3-2-33;300000
525;RS-24015 CC;NP-440R;Kucie - Stanowisko  III;£apki;LKy-5-3-4;600000
526;RS-24015 CC;NP-440R;Kucie - Stanowisko  III;Wypychacz;LKw-5-3-43;500000
527;RS-24015 CC;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5-3-45B;150000
528;RS-24015 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5-4-2-39;60000
529;RS-24015 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5-4-38;300000
530;RS-24015 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki;LKy-5-4-36;300000
531;RS-24015 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka stem.(bary³ki);LKs-5-5-5-27;30000
532;RS-24015 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5-5-1-17;25000
533;RS-24020 CDC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5A-5-35;500000
534;RS-24020 CDC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5A-9;500000
535;RS-24020 CDC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-6;500000
536;RS-24020 CDC;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5-1-2-38;250000
537;RS-24020 CDC;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5-1-21C;150000
538;RS-24020 CDC;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5-1-3-31;150000
539;RS-24020 CDC;NP-440R;Kucie - Stanowisko  I;£apki podaj¹ce;LKy-5-1-9;300000
540;RS-24020 CDC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-6;500000
541;RS-24020 CDC;NP-440R;Kucie - Stanowisko  II;Wklad.matr.(walc.bar);LKm-5-2-1-36;250000
542;RS-24020 CDC;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5-2-31B;150000
543;RS-24020 CDC;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5-2-2-31;120000
544;RS-24020 CDC;NP-440R;Kucie - Stanowisko  II;£apki;LKy-5-2-19;600000
545;RS-24020 CDC;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5-3-1-45;150000
546;RS-24020 CDC;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5-3-2-35;300000
547;RS-24020 CDC;NP-440R;Kucie - Stanowisko  III;£apki;LKy-5-3-19;600000
548;RS-24020 CDC;NP-440R;Kucie - Stanowisko  III;Wypychacz;LKw-5-3-45;500000
549;RS-24020 CDC;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5-3-47B;150000
550;RS-24020 CDC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5-4-2-41;40000
551;RS-24020 CDC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5-4-40;300000
552;RS-24020 CDC;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki;LKy-5-4-38;300000
553;RS-24020 CDC;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka stem.(bary³ki);LKs-5-5-5-29;30000
554;RS-24020 CDC;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5-5-1-19;40000
555;RS-24022 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5A-5-34;500000
556;RS-24022 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5A-24;500000
557;RS-24022 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-10;500000
558;RS-24022 CC;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5-1-2-36;250000
559;RS-24022 CC;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5-1-30C;150000
560;RS-24022 CC;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5-1-3-33;150000
561;RS-24022 CC;NP-440R;Kucie - Stanowisko  I;£apki podaj¹ce;LKy-5-1-28;300000
562;RS-24022 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-10;500000
563;RS-24022 CC;NP-440R;Kucie - Stanowisko  II;Wklad.matr.(walc.bar);LKm-5-2-1-34;150000
564;RS-24022 CC;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5-2-29B;150000
565;RS-24022 CC;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5-2-2-33;120000
566;RS-24022 CC;NP-440R;Kucie - Stanowisko  II;£apki;LKy-5-2-27;600000
567;RS-24022 CC;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5-3-1-46;150000
568;RS-24022 CC;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5-3-2-41;300000
569;RS-24022 CC;NP-440R;Kucie - Stanowisko  III;£apki;LKy-5-3-26;600000
570;RS-24022 CC;NP-440R;Kucie - Stanowisko  III;Wypychacz;LKw-5-3-3;500000
571;RS-24022 CC;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5-3-52B;150000
572;RS-24022 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5-4-2-46;40000
573;RS-24022 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5-4-43;300000
574;RS-24022 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki;LKy-5-4-30;300000
575;RS-24022 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka stem.(bary³ki);LKs-5-5-5-32X;30000
576;RS-24022 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5-5-1-24X;25000
577;RS-24118 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5A-5-34;500000
578;RS-24118 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5A-24;500000
579;RS-24118 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-10;500000
580;RS-24118 CC;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5-1-2-36;250000
581;RS-24118 CC;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5-1-30C;150000
582;RS-24118 CC;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5-1-3-33;150000
583;RS-24118 CC;NP-440R;Kucie - Stanowisko  I;£apki podaj¹ce;LKy-5-1-28;300000
584;RS-24118 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-10;500000
585;RS-24118 CC;NP-440R;Kucie - Stanowisko  II;Wklad.matr.(walc.bar);LKm-5-2-1-34;150000
586;RS-24118 CC;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5-2-29B;150000
587;RS-24118 CC;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5-2-2-33;120000
588;RS-24118 CC;NP-440R;Kucie - Stanowisko  II;£apki;LKy-5-2-27;600000
589;RS-24118 CC;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5-3-1-46;150000
590;RS-24118 CC;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5-3-2-36;300000
591;RS-24118 CC;NP-440R;Kucie - Stanowisko  III;£apki;LKy-5-3-26;600000
592;RS-24118 CC;NP-440R;Kucie - Stanowisko  III;Wypychacz;LKw-5-3-6;500000
593;RS-24118 CC;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5-3-52B;150000
594;RS-24118 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5-4-2-36;40000
595;RS-24118 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5-4-35;300000
596;RS-24118 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki;LKy-5-4-30;300000
597;RS-24118 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka stem.(bary³ki);LKs-5-5-5-24;30000
598;RS-24118 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5-5-1-14;25000
599;RS-24120 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5A-5-39;500000
600;RS-24120 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5A-13;500000
601;RS-24120 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-1;500000
602;RS-24120 CC;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5-1-2-43;250000
603;RS-24120 CC;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5-1-35C;150000
604;RS-24120 CC;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5-1-3-37;150000
605;RS-24120 CC;NP-440R;Kucie - Stanowisko  I;£apki podaj¹ce;LKy-5-1-32;300000
606;RS-24120 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-6;500000
607;RS-24120 CC;NP-440R;Kucie - Stanowisko  II;Wklad.matr.(walc.bar);LKm-5-2-1-41;150000
608;RS-24120 CC;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5-2-1B;150000
609;RS-24120 CC;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5-2-2-1;120000
610;RS-24120 CC;NP-440R;Kucie - Stanowisko  II;£apki;LKy-5-2-29;600000
611;RS-24120 CC;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5-3-1-55;150000
612;RS-24120 CC;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5-3-2-46;300000
613;RS-24120 CC;NP-440R;Kucie - Stanowisko  III;£apki;LKy-5-3-1;600000
614;RS-24120 CC;NP-440R;Kucie - Stanowisko  III;Wypychacz ;LKw-5-3-53;500000
615;RS-24120 CC;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5-3-16B;150000
616;RS-24120 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5-4-2-56;40000
617;RS-24120 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5-4-37;300000
618;RS-24120 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);G³ówka wypychacza;LKw-5-4-2-8;300000
619;RS-24120 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki;LKy-5-4-35;300000
620;RS-24120 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka stem.(bary³ki);LKs-5-5-5-42;30000
621;RS-24120 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5-5-1-32;25000
622;RS-22218 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5a-5-11;500000
623;RS-22218 CC;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5a-10;500000
624;RS-22218 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-8;500000
625;RS-22218 CC;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5-1-2-12;250000
626;RS-22218 CC;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5-1-12C;150000
627;RS-22218 CC;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5-1-3-12;150000
628;RS-22218 CC;NP-440R;Kucie - Stanowisko  I;£apki podaj¹ce;Lky-5-1-10;300000
629;RS-22218 CC;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5-1-8;1000000
630;RS-22218 CC;NP-440R;Kucie - Stanowisko  II;Wklad.matr.(walc.bar);LKm-5-2-1-12;150000
631;RS-22218 CC;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5-2-12;150000
632;RS-22218 CC;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5-2-2-12;120000
633;RS-22218 CC;NP-440R;Kucie - Stanowisko  II;£apki;Lky-5-2-11;600000
634;RS-22218 CC;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5-3-1-44;150000
635;RS-22218 CC;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5-3-2-34;300000
636;RS-22218 CC;NP-440R;Kucie - Stanowisko  III;£apki;Lky-5-3-11;600000
637;RS-22218 CC;NP-440R;Kucie - Stanowisko  III;Wypychacz;LKw-5-3-44;500000
638;RS-22218 CC;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5-3-46;150000
639;RS-22218 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5-4-2-40;40000
640;RS-22218 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5-4-39;300000
641;RS-22218 CC;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki;Lky-5-4-12;300000
642;RS-22218 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka stem.(bary³ki);LKs-5-5-5-28;30000
643;RS-22218 CC;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5-5-1-18;25000
644;RS-23220 CC;NP-460R;Kucie - Ciêcie  i  podawanie  materia³u;Nó¿ ucinaj¹cy;LKn-6A-5-40;150000
645;RS-23220 CC;NP-460R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-6-32;500000
646;RS-23220 CC;NP-460R;Kucie - Stanowisko  I;Gniazdo I;LKm-6-1-3-40;70000
647;RS-23220 CC;NP-460R;Kucie - Stanowisko  I;Wk³adka I;LKm-6-1-2-42;150000
648;RS-23220 CC;NP-460R;Kucie - Stanowisko  I;Stempel I;LKs-6-1-40C;35000
649;RS-23220 CC;NP-460R;Kucie - Stanowisko  I;Wypychacz I;LKw-6-1-4;150000
650;RS-23220 CC;NP-460R;Kucie - Stanowisko  I;£apki I;LKy-6-1-33;300000
651;RS-23220 CC;NP-460R;Kucie - Stanowisko  II;Gniazdo II;LKm-6-2-2-42;150000
652;RS-23220 CC;NP-460R;Kucie - Stanowisko  II;Wk³adka II;LKm-6-2-1-34;150000
653;RS-23220 CC;NP-460R;Kucie - Stanowisko  II;Stempel II;LKs-6-2-39B;150000
654;RS-23220 CC;NP-460R;Kucie - Stanowisko  I;Wypychacz I;LKw-6-1-4;150000
655;RS-23220 CC;NP-460R;Kucie - Stanowisko  II;£apki II;LKy-6-2-34;600000
656;RS-23220 CC;NP-460R;Kucie - Stanowisko  III;Stempel III;LKs-6-3-40B;150000
657;RS-23220 CC;NP-460R;Kucie - Stanowisko  III;Gniazdo III;LKm-6-3-2-26;150000
658;RS-23220 CC;NP-460R;Kucie - Stanowisko  III;Wypychacz III;LKw-6-3-37;150000
659;RS-23220 CC;NP-460R;Kucie - Stanowisko  III;£apki III;LKy-6-3-35;600000
660;RS-23220 CC;NP-460R;Kucie - Stanowisko  III;Wk³adka III;LKm-6-3-1-38;150000
661;RS-23220 CC;NP-460R;Kucie - Stanowisko IV (matrycowe);Wk³adka IV;LKm-6-4-2-26;150000
662;RS-23220 CC;NP-460R;Kucie - Stanowisko IV (matrycowe);Wypychacz IV;LKw-6-4-42;70000
663;RS-23220 CC;NP-460R;Kucie - Stanowisko IV (matrycowe);£apki IV;LKy-6-4-1-27;300000
664;RS-23220 CC;NP-460R;Kucie - Stanowisko V (stemplowe);Wypychacz V;LKw-6-5-1-12X;150000
665;RS-23220 CC;NP-460R;Kucie - Stanowisko V (stemplowe);Wk³adka V;LKs-6-5-6-15X;50000
